600918.SH	20200603	99991231
000166.SZ	20150126	99991231
601601.SH	20071225	99991231
300601.SZ	20170207	99991231
002050.SZ	20050607	99991231
601872.SH	20061201	99991231
300014.SZ	20091030	99991231
601989.SH	20091216	99991231
300122.SZ	20100928	99991231
000938.SZ	19991104	99991231
000069.SZ	19970910	99991231
002773.SZ	20150626	99991231
600690.SH	19931119	99991231
601155.SH	20151204	99991231
000708.SZ	19970326	99991231
002146.SZ	20070808	99991231
002008.SZ	20040625	99991231
600011.SH	20011206	99991231
600989.SH	20190516	99991231
000703.SZ	19970328	99991231
300059.SZ	20100319	99991231
601398.SH	20061027	99991231
600998.SH	20101102	99991231
002558.SZ	20110302	99991231
002594.SZ	20110630	99991231
601555.SH	20111212	99991231
600177.SH	19981119	99991231
603259.SH	20180508	99991231
600176.SH	19990422	99991231
000895.SZ	19981210	99991231
601888.SH	20091015	99991231
002415.SZ	20100528	99991231
600016.SH	20001219	99991231
600000.SH	19991110	99991231
600050.SH	20021009	99991231
002821.SZ	20161118	99991231
601138.SH	20180608	99991231
600900.SH	20031118	99991231
300142.SZ	20101112	99991231
300433.SZ	20150318	99991231
002958.SZ	20190326	99991231
600150.SH	19980520	99991231
601696.SH	20200226	99991231
300124.SZ	20100928	99991231
601658.SH	20191210	99991231
002032.SZ	20040817	99991231
002602.SZ	20110728	99991231
000063.SZ	19971118	99991231
600547.SH	20030828	99991231
000333.SZ	20130918	99991231
603392.SH	20200429	99991231
600066.SH	19970508	99991231
600015.SH	20030912	99991231
601618.SH	20090921	99991231
601328.SH	20070515	99991231
002153.SZ	20070813	99991231
300144.SZ	20101209	99991231
601006.SH	20060801	99991231
600585.SH	20020207	99991231
601336.SH	20111216	99991231
000671.SZ	19961218	99991231
002044.SZ	20050518	99991231
601162.SH	20181019	99991231
300498.SZ	20151102	99991231
600183.SH	19981028	99991231
600025.SH	20171215	99991231
601990.SH	20180613	99991231
601688.SH	20100226	99991231
000338.SZ	20070430	99991231
002120.SZ	20070306	99991231
000783.SZ	19970731	99991231
603369.SH	20140703	99991231
601607.SH	19940324	99991231
600340.SH	20031230	99991231
600118.SH	19970908	99991231
601236.SH	20190705	99991231
601916.SH	20191126	99991231
601288.SH	20100715	99991231
601216.SH	20110222	99991231
600606.SH	19920327	99991231
002241.SZ	20080522	99991231
600703.SH	19960528	99991231
600383.SH	20010412	99991231
601390.SH	20071203	99991231
603160.SH	20161017	99991231
002024.SZ	20040721	99991231
002460.SZ	20100810	99991231
601818.SH	20100818	99991231
600276.SH	20001018	99991231
002600.SZ	20110715	99991231
600309.SH	20010105	99991231
600893.SH	19960408	99991231
601933.SH	20101215	99991231
603993.SH	20121009	99991231
601319.SH	20181116	99991231
600655.SH	19920902	99991231
002271.SZ	20080910	99991231
601238.SH	20120329	99991231
002157.SZ	20070817	99991231
300413.SZ	20150121	99991231
600848.SH	19940324	99991231
000157.SZ	20001012	99991231
603195.SH	20200206	99991231
600436.SH	20030616	99991231
601816.SH	20200116	99991231
601088.SH	20071009	99991231
002714.SZ	20140128	99991231
601211.SH	20150626	99991231
601881.SH	20170123	99991231
600030.SH	20030106	99991231
600019.SH	20001212	99991231
603501.SH	20170504	99991231
000625.SZ	19970610	99991231
688008.SH	20190722	99991231
601998.SH	20070427	99991231
601100.SH	20111028	99991231
002673.SZ	20120503	99991231
601878.SH	20170626	99991231
600352.SH	20030801	99991231
600809.SH	19940106	99991231
600027.SH	20050203	99991231
600887.SH	19960312	99991231
002371.SZ	20100316	99991231
600196.SH	19980807	99991231
600522.SH	20021024	99991231
600029.SH	20030725	99991231
601009.SH	20070719	99991231
600498.SH	20010823	99991231
603986.SH	20160818	99991231
600660.SH	19930610	99991231
000002.SZ	19910129	99991231
600705.SH	19960516	99991231
600004.SH	20030428	99991231
601899.SH	20080425	99991231
002939.SZ	20181026	99991231
600061.SH	19970519	99991231
002422.SZ	20100603	99991231
601800.SH	20120309	99991231
000627.SZ	19961112	99991231
603288.SH	20140211	99991231
600111.SH	19970924	99991231
002007.SZ	20040625	99991231
300529.SZ	20160802	99991231
000596.SZ	19960927	99991231
002410.SZ	20100525	99991231
603156.SH	20180212	99991231
601225.SH	20140128	99991231
002129.SZ	20070420	99991231
002812.SZ	20160914	99991231
601633.SH	20110928	99991231
600588.SH	20010518	99991231
600332.SH	20010206	99991231
000725.SZ	20010112	99991231
002456.SZ	20100803	99991231
002463.SZ	20100818	99991231
688009.SH	20190722	99991231
600487.SH	20030822	99991231
601668.SH	20090729	99991231
601198.SH	20150226	99991231
603899.SH	20150127	99991231
603833.SH	20170328	99991231
000728.SZ	19970616	99991231
601628.SH	20070109	99991231
600104.SH	19971125	99991231
002252.SZ	20080623	99991231
600036.SH	20020409	99991231
000568.SZ	19940509	99991231
600115.SH	19971105	99991231
600233.SH	20000608	99991231
601021.SH	20150121	99991231
000876.SZ	19980311	99991231
601186.SH	20080310	99991231
000776.SZ	19970611	99991231
000858.SZ	19980427	99991231
300676.SZ	20170714	99991231
600741.SH	19960826	99991231
002938.SZ	20180918	99991231
002414.SZ	20100716	99991231
600068.SH	19970526	99991231
000100.SZ	20040130	99991231
000786.SZ	19970606	99991231
601600.SH	20070430	99991231
600085.SH	19970625	99991231
601077.SH	20191029	99991231
300136.SZ	20101105	99991231
600482.SH	20040714	99991231
600406.SH	20031016	99991231
601727.SH	20081205	99991231
003816.SZ	20190826	99991231
002304.SZ	20091106	99991231
002384.SZ	20100409	99991231
600837.SH	19940224	99991231
600886.SH	19960118	99991231
600438.SH	20040302	99991231
002001.SZ	20040625	99991231
002352.SZ	20100205	99991231
600570.SH	20031216	99991231
601360.SH	20120116	99991231
002739.SZ	20150122	99991231
601988.SH	20060705	99991231
002916.SZ	20171213	99991231
002475.SZ	20100915	99991231
002508.SZ	20101123	99991231
000651.SZ	19961118	99991231
600845.SH	19940311	99991231
603658.SH	20160901	99991231
600010.SH	20010309	99991231
002236.SZ	20080520	99991231
002841.SZ	20170119	99991231
000066.SZ	19970626	99991231
600745.SH	19960828	99991231
601318.SH	20070301	99991231
002049.SZ	20050606	99991231
601169.SH	20070919	99991231
600346.SH	20010820	99991231
600795.SH	19970318	99991231
000661.SZ	19961218	99991231
300628.SZ	20170317	99991231
601108.SH	20171024	99991231
001979.SZ	20151230	99991231
601857.SH	20071105	99991231
600208.SH	19990623	99991231
601698.SH	20190628	99991231
300033.SZ	20091225	99991231
002493.SZ	20101102	99991231
601808.SH	20070928	99991231
002202.SZ	20071226	99991231
000963.SZ	20000127	99991231
600760.SH	19961011	99991231
000723.SZ	19970515	99991231
601919.SH	20070626	99991231
002601.SZ	20110715	99991231
600161.SH	19980616	99991231
601577.SH	20180926	99991231
603799.SH	20150129	99991231
600297.SH	20001116	99991231
601117.SH	20100107	99991231
600489.SH	20030814	99991231
688036.SH	20190930	99991231
601838.SH	20180131	99991231
601901.SH	20110810	99991231
002607.SZ	20110810	99991231
601231.SH	20120220	99991231
600048.SH	20060731	99991231
000001.SZ	19910403	99991231
601939.SH	20070925	99991231
601229.SH	20161116	99991231
002945.SZ	20190117	99991231
600271.SH	20030711	99991231
600999.SH	20091117	99991231
000961.SZ	20000301	99991231
601012.SH	20120411	99991231
600763.SH	19961030	99991231
600519.SH	20010827	99991231
300015.SZ	20091030	99991231
601877.SH	20100121	99991231
601766.SH	20080818	99991231
600028.SH	20010808	99991231
000977.SZ	20000608	99991231
600390.SH	20010115	99991231
600018.SH	20061026	99991231
002027.SZ	20040804	99991231
000538.SZ	19931215	99991231
601166.SH	20070205	99991231
002555.SZ	20110302	99991231
300347.SZ	20120817	99991231
600369.SH	20010109	99991231
601066.SH	20180620	99991231
000656.SZ	19961128	99991231
600872.SH	19950124	99991231
601788.SH	20090818	99991231
600009.SH	19980218	99991231
002230.SZ	20080512	99991231
002142.SZ	20070719	99991231
601111.SH	20060818	99991231
600031.SH	20030703	99991231
600637.SH	19930316	99991231
002624.SZ	20111028	99991231
600584.SH	20030603	99991231
600362.SH	20020111	99991231
000425.SZ	19960828	99991231
603087.SH	20200629	99991231
600600.SH	19930827	99991231
300003.SZ	20091030	99991231
002311.SZ	20091127	99991231
688012.SH	20190722	99991231
601377.SH	20101013	99991231
601669.SH	20111018	99991231
000860.SZ	19981104	99991231
000768.SZ	19970626	99991231
601985.SH	20150610	99991231
600109.SH	19970807	99991231
300408.SZ	20141203	99991231
600926.SH	20161027	99991231
600919.SH	20160802	99991231
002736.SZ	20141229	99991231
600958.SH	20150323	99991231
002179.SZ	20071101	99991231
603019.SH	20141106	99991231
600299.SH	20000420	99991231
